receptor,gauss_1,gauss_2,repulsion,hydrophobic,hydrogen_bonding,tors,exp_binding_affinity
1izi,148.337,2461.99,6.08911,65.3615,9.25287,5.1,6.59
1j01,90.8681,988.555,7.45612,6.45336,10.5567,1.8,6.47
1j14,62.6566,621.266,2.45994,5.82696,4.12211,1.3,4.49
1j16,65.0949,601.558,2.00826,6.82374,3.43259,1.3,3.84
1j17,136.805,1568.67,2.93685,41.6261,0.233953,1.8,5.22
1j36,72.807,1570.61,4.95288,22.1622,6.05307,3.5,7.74
1j37,57.3601,785.255,3.57706,11.8027,4.54334,1.7,8.96
1j4r,119.833,1637.61,4.15833,78.5364,2.85713,4.2,7.72
1jak,97.9343,966.482,6.02176,22.2409,8.00193,1.7,5.57
1jao,98.4981,1223.73,3.52719,28.5508,3.64852,2.7,5.92
1jaq,71.2425,1128.14,3.72158,12.6728,4.41685,2.7,4.48
1jcx,91.8188,1434.74,8.07583,0,10.5332,3.8,5.15
1jet,122.535,1539.46,6.28059,21.3538,9.95364,3.9,7.25
1jeu,122.65,1751.74,5.49466,25.027,11.122,4.5,6.82
1jev,166.317,2176.78,9.72943,47.1816,12.2948,4.3,6.89
1jfh,53.4586,1053.91,1.63115,0,2.94989,2.8,2.05
1jgl,91.0053,1213.7,3.08554,104.178,3.64792,1.2,8.7
1jlr,83.1322,1371.13,7.85048,0,7.18664,2.9,3.33
1jmf,82.1004,1149.5,8.88056,0.66026,9.42564,1.9,5.77
1jmg,84.6486,1121.21,8.73667,0.372533,8.6813,1.9,6.07
1jn4,129.007,1787.45,5.67507,4.113,7.36162,3.3,4.95
1jq8,156.361,1981.84,19.8855,60.7938,3.66438,4.5,6
1jqy,97.0833,1309.35,6.22385,5.83962,6.46401,3.2,4.92
1jsv,69.1798,1006.59,5.33506,21.0293,2.04292,1.8,5.7
1jvu,73.5847,1031.47,5.50989,3.29363,7.0868,2.1,5.15
1jyq,157.773,1836.38,14.4785,61.7038,18.0587,5,8.7
1jys,46.7223,535.561,1.50175,0,0.691228,1.1,3.52
1jzs,81.1161,1670.86,2.17192,24.7073,3.92938,4.7,6.6
1k1j,113.986,1508.62,4.84593,29.4069,6.75195,2.9,7.55
1k1l,107.929,1408.27,7.30504,28.2314,7.68938,2.5,6.9
1k1m,108.658,1469.69,5.08519,23.8734,7.01258,2.5,7.4
1k1n,89.1304,1540.69,4.91855,14.9078,6.49826,3.5,6.82
1k1o,101.165,1324.69,5.83776,30.5899,7.04873,3.2,6.17
1k1y,117.805,2089.2,6.11445,7.38649,9.84317,4.1,3.22
1k21,104.736,1511.31,5.11152,50.6678,6.98702,3.2,8.38
1k22,121.535,1617.73,4.70322,48.2054,6.40155,3,8.4
1k27,108.943,1396.8,2.06733,1.95661,3.54569,1.9,9
1k4g,65.5621,1097.84,2.48217,18.001,3.22358,1.8,5.85
1k4h,69.143,1026.21,2.04599,22.1072,2.39094,2,5.11
1k6c,117.403,2263.16,3.7934,69.5816,3.97471,3.6,7.48
1k6p,136.482,2368.45,4.75281,70.3646,5.04871,3.6,7.36
1k6t,119.473,2322.28,4.43088,72.7494,4.62115,3.6,7.62
1k6v,130.058,2421.22,4.70576,72.125,4.55396,3.7,6.92
1k9s,106.655,1292.51,4.24871,0,6.66252,1.8,6.52
1kav,99.9184,1154.83,6.17039,82.575,6.33912,2.4,5.82
1kc7,56.735,549.161,8.77005,0,7.7815,1.5,5.52
1kdk,73.2144,1396.18,2.3353,53.4652,3.11566,1.1,9.05
1kel,108.44,1221.62,4.95822,56.2492,5.75273,3,7.28
1kjr,96.9247,1166.1,4.06927,4.28565,7.33755,3.5,6.06
1km3,69.5712,1119.45,6.80916,0,8.83376,2,4.91
1kmy,72.4013,904.224,3.85929,32.5794,2.71344,1.4,5.1
1koj,81.8072,1067.23,7.23794,0,11.6841,2.6,6.7
1kpm,103.2,1548.66,5.60785,77.6639,1.29296,2.5,5.8
1ksn,167.108,1650.17,5.17187,68.535,4.63712,3,9.4
1kug,124.144,1487.33,4.39969,38.6443,5.2254,2.8,3.8
1kui,123.708,1502.63,3.74602,37.878,4.06089,3,3.77
1kuk,128.668,1509.78,4.80311,41.4912,5.01963,3.3,3.91
1kv1,70.3001,1210.07,1.55636,44.7399,2.51598,1.4,5.94
1kv5,55.9829,591.184,5.39428,0,6.65935,1.6,4.22
1kyv,143.517,1495.82,6.11736,12.8783,7.18254,2.4,5.92
1kzk,144.53,2254.46,4.31191,80.4793,4.2383,3.1,10.39
1kzn,116.78,1739.09,2.68637,48.8419,3.37363,3.3,8.92
1l6m,34.2888,428.75,2.1809,10.3712,1,1.4,8.1
1l83,30.6745,467.064,0.430392,49.9588,0,1,3.4
1l8g,118.62,1412.34,6.87814,25.3631,6.09193,2.2,6.22
1laf,101.985,834.788,4.58118,11.8734,9.18781,2.1,7.85
1lag,85.2544,778.033,4.73611,1.66906,7.18228,1.7,6.3
1lah,77.2142,623.687,3.90113,12.0329,7.80031,2,7.52
1lan,35.3734,532.732,2.8473,1.90252,6.96649,1.9,7.22
1lbf,99.3518,1400.11,7.46476,33.2059,11.0425,3.1,7.85
1lbk,90.6795,886.885,5.57647,1.94105,7.66224,3,3.18
1lcp,36.2637,589.574,2.73425,1.2075,3.17569,1.7,6.64
1lee,121.366,1831.42,4.85004,86.1539,4.44752,3.8,7.74
1lf2,117.269,1818.56,5.42909,79.3428,5.43791,3.8,7.52
1lgt,76.9812,972.755,3.45273,35.9457,3.04391,1.4,6.1
1lgw,37.1158,621.822,1.26895,40.3615,1,1.1,4
1lhu,63.0384,1358.04,3.46899,62.0609,4.78422,1.2,8.83
1li2,37.7432,541.024,0.738931,43.2867,0.928822,1.1,4.04
1li3,35.0068,609.181,0.902705,40.8321,0.98685,1.1,4.25
1li6,28.398,472.053,1.27508,22.7046,0.543606,1,3.8
1lke,85.7669,1685.49,1.89166,64.4794,2.83311,1.5,7.52
1lkk,118.084,1467.9,5.50712,34.6415,9.73477,5,6.85
1lkl,110.995,1376.17,5.40739,25.3888,9.62674,4.6,5.81
1lnm,85.4781,1615.28,1.347,73.5445,1.90907,1.4,8.7
1lol,70.2406,1139.79,4.27044,0,8.6402,2,6.39
1loq,78.1067,1158.4,6.29192,5.3754,9.59136,2,3.7
1lpk,153.133,1609.84,4.20874,61.7981,3.05128,2.9,7.55
1lpz,144.596,1567.67,4.88562,65.173,3.29684,2.3,7.6
1lrh,62.4597,877.285,1.94784,57.3337,0.602547,1.4,6.82
1lst,83.088,693.666,3.68699,22.1874,7.04457,2.2,7.85
1lvu,98.8547,1196.75,4.97626,6.30848,5.21638,2,5.32
1lyb,117.365,2025.85,6.29131,48.1179,10.0698,5.6,11.42
1lyx,50.5369,607.478,5.18774,0,5.52691,1.6,4.54
1lzq,161.155,2483.71,10.5078,73.2589,6.80582,5.2,8.39
1m0b,161.936,2504.49,11.4552,77.4905,5.75879,5.2,8.82
1m0n,119.454,1670.25,10.4229,26.0082,10.1754,2.3,2.22
1m0o,112.77,1581.83,8.22041,22.9745,9.6548,2.7,2.31
1m0q,109.21,1518.58,9.67355,11.3357,11.5299,2.3,3.89
1m1b,52.9334,727.6,4.30139,0,6.00901,1.6,4.66
1m2p,75.4481,1231.41,2.78949,54.9978,2.98877,1.4,6.11
1m2q,86.6665,1243.88,3.63212,44.6608,2.59197,1.4,6.1
1m2r,87.3634,1276.25,2.74709,52.8681,1.53834,1.4,6.46
1m2x,56.2104,642.239,2.71206,12.218,2,1.7,4.15
1m48,101.552,1232.89,4.27535,68.9467,3.92543,3,5.09
1m4h,170.867,2812.05,7.87486,76.0122,10.5364,7.4,9.52
1m5w,52.8267,917.048,6.9025,2.44697,5.31668,2.2,4.27
1m7d,83.0561,1692.09,3.18066,10.3359,4.6647,3,6.23
1m7i,94.7486,2273.41,5.30976,12.2075,5.84427,4.3,5.4
1m7y,145.373,1613.63,9.8752,22.5583,15.3315,3.4,10.96
1m83,137.928,1916.14,9.34918,0,13.7353,2.8,3.4
1mai,64.1514,811.998,5.50697,0,9.85544,2.5,6.68
1mes,126.817,2183.28,3.66546,81.0971,5.49018,3.4,7.7
1met,135.847,2210,5.11672,99.2882,5.56666,3.4,9.4
1mfa,65.5881,1189.93,2.21519,20.7751,3.74324,3.2,5.04
1mfd,69.7724,1268.45,1.9691,20.2134,2.9543,3.2,5.31
1mfi,82.7012,886.271,4.47394,51.7968,2.99838,1.5,5.59
1mh5,109.782,1840.92,4.3325,84.0437,2.44991,3.8,9.21
1mjj,116.035,1740.76,4.46391,74.4771,4.31374,3.8,8.74
1mmq,89.9638,1265.17,4.01324,22.5108,8.50248,2.3,7.52
1mmr,96.994,1298.15,3.42096,23.6337,4.55937,2.4,5.4
1moq,65.0091,1163.86,6.12733,0,10.486,2,3.46
1mq5,161.906,1645.33,4.64999,31.1979,2.31715,2.2,9
1mrn,164.307,2566.73,6.32509,20.4466,6.80389,4.5,4.52
1mrs,109.029,1403.25,4.84017,13.0798,5.36611,2.3,3.96
1mrw,129.666,2090.16,5.72554,59.7543,5.309,2.8,9.7
1mrx,137.149,2072.65,6.39145,72.0554,5.21021,2.8,7.26
1msm,155.048,2326.87,6.42544,86.1027,5.28103,3,10.48
1msn,152.227,2238.59,5.6951,91.6189,4.87235,3,9.09
1mtr,115.224,2257.01,4.75685,77.7226,5.2879,3.3,8.4
1mu6,102.734,1542.85,2.08333,42.176,2.36948,2.6,8.38
1mu8,109.265,1611.84,1.85602,46.9557,1.94361,2.6,9
1mue,104.325,1595.13,3.12011,48.2461,2.8339,2.7,8.64
1my4,106.516,1002.82,6.25192,4.63337,10.0702,1.7,6.98
1n0s,122.439,1271.89,6.91009,63.5489,4.64319,1.5,7.45
1n1m,53.0405,745.657,4.34028,25.2819,4.83393,1.8,5.7
1n3i,100.169,1310.84,4.68212,5.614,5.97512,1.8,8.89
1n3z,43.5989,887.721,1.02451,1.8809,2.29222,2,4.2
1n46,115.995,1808.47,5.55663,75.4571,4.17332,1.9,10.52
1n4h,60.3595,1415.56,0.897644,61.3351,0.991481,2,6.55
1n4k,62.8262,881.626,5.37364,0,9.73507,2.5,10.05
1n51,116.939,1783.29,5.22381,35.6754,5.79088,2.8,4.85
1n5r,57.9095,1065.54,1.68739,47.9461,0,2.6,5.66
1n8v,40.0076,780.02,0.141297,70.6984,0,3.2,6.03
1ndv,103.419,1369.36,6.71734,34.3935,2.06446,1.8,5.92
1ndw,80.4131,1064.13,4.2732,52.7494,3.57191,2.3,5.23
1ndy,93.0552,1285.2,4.39975,46.1689,3.59643,2.3,6.17
1ndz,139.574,2035.17,8.36216,46.6488,3.49809,3.1,8.11
1nf8,87.7458,1178.94,3.89913,49.5793,6.44979,1.9,7.82
1nfu,129.618,1526.99,4.78203,48.8898,1.37659,2.1,7.74
1nfw,137.036,1426.73,3.40074,39.832,1,2,8.96
1nfx,137.029,1587.72,2.50887,39.2941,0.89633,2.3,8.52
1nfy,132.725,1558.65,3.08578,48.3343,1.07973,2.1,8.89
1nh0,171.027,2560.99,6.6565,88.9759,7.24087,5.5,9.74
1nhu,61.5742,1108.98,2.10575,46.6458,1.83191,2.6,5.66
1nhz,106.208,1718.09,3.97267,63.9082,2.76543,1.9,6.08
1nja,71.2421,1146.42,4.82083,1.38575,7.94371,2,6.31
1njc,84.6061,1107.22,6.67292,0.829047,10.9598,2,5.55
1njd,88.868,1136.88,6.35419,0.682101,8.73759,1.9,5.57
1nje,78.4782,1104.53,6.77442,1,9.96086,2,3.8
1njs,142.046,1826.21,7.77885,28.3013,12.5179,4.1,7.82
1nki,32.2851,507.42,3.16232,0,6.09619,1.2,6.7
1nl9,103.608,1546.26,6.39039,49.2683,8.77126,3.4,5.96
1nli,74.8728,604.654,3.44851,0,1.53303,1.1,3.59
1nm6,122.435,1744.95,2.4897,51.1911,3.02706,1.4,10.05
1nny,141.642,2203.72,7.75758,60.6351,10.8885,4.2,7.66
1no6,80.3423,1240.32,6.9643,44.8258,6.99189,1.8,4.41
1np0,90.2189,804.011,5.37345,15.4606,4.01292,1.5,3.57
1nq7,72.4054,1570.45,1.55809,75.6558,2.21103,2.2,6.8
1nt1,120.134,1694.09,3.58016,55.615,4.00558,1.2,8.89
1nu3,33.982,607.483,1.50116,39.0786,0.822278,2,4
1nvr,102.039,1828.74,3.71334,63.8459,3.77907,1.8,8.11
1nvs,83.9617,1599.24,3.74934,56.5867,1.86325,1.4,7.82
1nw4,90.6581,1245.91,3.29865,1.5269,5.19216,1.7,9.07
1nw5,125.769,1555.28,7.65208,1.20472,7.692,2.8,5.21
1nw7,92.9912,1313.96,4.84013,1.35983,5.27374,2.8,5.09
1nwl,72.8151,1163.08,7.42595,17.208,1.84902,3.2,2.39
1nz7,133.776,1943.42,9.39052,50.8807,10.8479,4.9,7.12
1o0f,85.9908,942.781,3.65876,0,5.42486,2.4,5.3
1o0m,69.6202,999.696,4.37288,2.31256,6.63734,2,5.15
1o0n,53.9282,923.984,2.63376,2.44627,4.88298,2,4.09
1o1s,94.5391,1841.14,8.96139,51.4355,5.86635,3.8,7.31
1o2h,106.437,1256.6,5.73472,18.4513,6.77963,2,7.17
1o2j,91.8899,1164.13,6.54675,13.207,6.72996,2,6.92
1o2n,106.509,1334.43,5.54839,19.1865,6.07186,1.4,6.09
1o2o,103.16,1303.85,7.43201,13.7844,6.86378,2,6.36
1o2q,110.469,1365.48,6.1626,19.5437,7.13701,2,7.68
1o2r,104.71,1439.53,5.43552,17.1236,6.94772,1.8,5.21
1o2w,100.417,1043.4,6.75234,9.91146,7.13428,2.2,5.85
1o2z,116.627,1298.68,6.71378,15.1015,7.75398,2.4,6.11
1o30,120.119,1330.83,6.38191,16.684,7.82642,2.2,6.77
1o33,79.2216,978.971,4.1797,3.71363,6.90488,1.4,5.74
1o35,89.7448,976.77,5.46328,9.7835,6.38191,1.4,5
1o36,120.876,1399.98,8.95385,14.9485,6.53102,2.4,5.96
1o38,106.496,1237.02,4.72503,14.5021,6.72554,1.9,6.82
1o3d,106.992,1221.07,4.76371,13.0508,6.74209,1.4,7.13
1o3i,100.926,1027.99,4.61542,12.9705,6.74488,1.6,7.3
1o3j,95.0772,1016.28,5.66055,10.6915,6.57169,1.4,6.77
1o3l,103.463,1034.12,6.50771,13.3441,7.57933,2,6.54
1o3p,92.9541,1276.61,5.50909,12.8201,5.90247,1.8,6.66
1o5a,99.8832,1262.23,6.44465,17.1812,4.00095,1.8,6.42
1o5c,90.743,1416.92,6.71689,16.2876,4,1.8,5.22
1o5e,109.758,1374.14,5.78853,20.8325,6.22063,1.8,5.74
1o5g,104.532,1509.49,6.27677,37.6267,4.98753,1.8,4.96
1o5r,110.267,1770.35,4.34947,49.8783,4.723,2.9,8.12
1o7o,123.202,1530.7,7.22899,8.93888,9.16274,2.4,4.49
1o86,93.4598,1581.36,4.10043,40.6053,6.1818,3.5,9.57
1oar,128.667,1305.93,6.62098,88.6093,1.97156,1.4,7.4
1oau,104.026,1122.94,4.61781,37.8893,1.78975,2.3,7.7
1oba,31.5293,281.678,0.618187,0,0.176178,1.5,2.44
1ocq,90.3387,1119.84,6.91558,3.18957,12.0019,2.4,5.19
1od8,86.2025,969.139,5.37089,5.91086,8.54939,1.8,5.1
1odi,103.365,1254.04,4.21929,0,5.11499,1.8,4.21
1odj,103.574,1255.08,4.02455,0,4.41545,1.8,4.1
1oe8,69.4849,844.23,4.30138,1.4956,8.08281,3,5.52
1ogd,46.6904,697.809,3.53667,0,5.60212,1.4,3.03
1ogg,123.344,1895.96,4.78477,20.5554,6.04613,3.5,5.19
1ogx,43.8495,1050.72,2.3136,55.311,2,1.1,6.09
1ogz,43.4014,1102.56,2.71253,62.9075,2,1.1,5.85
1ohr,120.615,2078.68,2.93343,67.1476,4.17112,3.2,8.7
1oif,69.4014,678.88,4.60764,4.25766,7.95034,1.5,7.72
1okl,59.8227,945.834,3.83644,39.9451,2.13976,1.5,6.03
1ols,152.515,1684,7.77556,27.8483,7.5481,2.7,5.82
1olu,137.822,1504.09,5.12316,27.0041,5.73639,2.7,4.41
1olx,159.894,1684.33,11.3405,27.9853,11.5851,2.7,4.33
1om1,91.2329,1359.69,4.46965,81.9496,1.73388,1.4,6.77
1ony,118.275,1651.7,7.72826,46.2898,10.19,4.2,6.77
1onz,80.727,1241.15,6.18087,39.2623,6.42527,1.9,5.1
1ork,92.9838,2086.25,5.26616,19.6433,5.83664,2.4,8.81
1os0,98.7018,1659.12,4.89632,62.9997,5.00453,3.5,6.03
1os5,86.8611,1324.85,2.1818,77.2152,1,2.7,6.85
1oss,53.9086,615.619,2.12656,5.69973,3.0577,1.3,4.79
1oth,107.838,1102.77,8.50595,4.901,16.7547,2.5,7
1owe,73.9319,1098.68,2.97159,9.9822,4.98097,1.7,6.2
1oxr,37.8091,725.849,1.66626,14.5821,0.639156,1.6,5.19
1oyq,107.964,1473.39,4.18111,40.3252,4.522,3.5,6.96
1oz0,148.59,2633.6,12.9348,34.3016,12.007,4.7,7.7
1p19,73.7385,1064.22,9.95027,0,9.21461,2,4.11
1p1o,89.4312,927.744,6.01046,0,10.2825,1.7,5.76
1p57,83.1048,1016.2,5.29446,11.7992,5.28791,1.4,4.4
1pa9,82.6415,887.966,7.3825,19.9094,7.98691,1.7,4.6
1pb8,65.7048,500.642,5.6464,0,9.09004,1.6,5.15
1pb9,67.6572,495.791,5.19188,0,6.7958,1.1,3.62
1pbq,88.8856,853.71,2.67717,38.8263,3.42065,1.3,6.27
1pdz,36.3397,487.407,2.99955,0,4.74338,1.6,3.7
1pfu,46.3809,546.211,2.38603,5.55067,2,1.9,2.72
1pgp,59.7232,968.6,5.06327,0,7.68795,2.8,5.7
1phw,46.3306,774.638,11.0811,0,4.45684,1.8,3.3
1pkx,147.356,1429.61,7.9193,0,13.4056,2,6.92
1pme,82.4069,1380.57,3.46449,43.4005,0.181564,1.8,9.4
1pot,90.1616,775.36,4.18745,38.3879,4.98029,2.6,5.49
1ppc,105.296,1527.05,4.1367,34.5855,5.6067,2.9,6.16
1pph,91.2718,1274.65,3.21962,15.4434,5.6524,2.5,5.92
1ppi,167.698,2547.63,8.50409,7.40701,14.8062,5,5.01
1ppk,116.122,1592.94,5.88555,43.734,5.16793,4.2,7.66
1ppl,130.591,1970,4.75748,63.0553,4.99588,4.6,8.55
1ppm,130.394,1961.51,4.80755,57.6698,5.45926,4.4,5.8
1pr5,86.1215,1100.24,4.39389,2.21156,4.76613,1.8,3.92
1pro,140.899,2265.35,4.14864,74.9399,6.76028,3.3,11.3
1pvn,113.524,1574.59,8.46998,0,10.7836,2.3,9.82
1px4,55.3246,912.07,3.26058,7.69021,5.03833,2,3.23
1pxo,82.9965,1371.27,4.86464,26.9965,2.81934,1.9,8.7
1pxp,89.0003,1392.69,3.12573,35.1779,1.84856,1.8,6.66
1pyn,144.683,1718.91,6.20201,39.889,10.1248,4.7,5.49
1pz5,146.022,2161.92,5.69487,29.9379,3.71868,6.9,5.4
1pzi,71.8489,993.437,5.90489,3.40327,6.7794,2.5,4.22
1pzo,71.6106,909.29,1.80047,35.3603,1.2258,2,3.32
1pzp,51.1627,1077.86,1.57419,37.7311,0,2,3.31
1q1g,105.421,1299.43,4.47865,1.44491,5.57612,1.8,8.57
1q54,80.4725,1044.7,6.10395,8.79499,5.46972,2.5,5.85
1q5k,64.103,1082.48,2.5306,11.7138,2.19742,2,7.42
1q65,96.9006,1068.17,4.41565,18.0417,6.06835,2.2,5.46
1q72,96.8116,1155.47,1.91457,37.433,0,2,6.85
1q7a,52.1546,1106.84,2.91391,58.9399,0.160808,2.1,7.19
1q84,193.758,2629.16,5.28207,150.627,4.12182,3.6,11.05
1q8w,62.2156,1194.55,2.44101,26.8112,1.28449,1.4,5.24
1q91,112.761,1392.12,4.06629,34.4832,4.01669,1.6,4.15
1qan,117.223,1681.39,4.50994,3.99293,4.35867,2.8,4.48
1qaw,70.3014,1182.26,4.22352,19.5303,6.44591,1.7,5.12
1qb1,114.21,1471.34,9.0347,22.0242,5.09778,2.9,6.77
1qb6,97.542,1271.2,4.56883,27.7718,5.94561,2.5,6.06
1qb9,107.815,1541.06,6.01584,23.4578,5.70648,2.3,7.44
1qbn,105.059,1327.82,3.0313,19.8239,5.01454,2.7,5.85
1qbo,111.645,1477.21,4.56352,23.8701,5.13771,2.2,7.74
1qbq,63.2002,1109.69,1.76193,49.2947,1.88042,2.7,8.3
1qbr,173.087,2678.26,5.87963,92.6732,6.775,3.6,10.57
1qbs,132.835,2183.74,2.62387,89.958,5.03605,3.4,9.47
1qbt,190.436,2973.37,7.22655,109.028,8.99699,3.6,10.62
1qbu,111.509,2179.38,3.96186,74.2675,5.65216,3.2,10.24
1qbv,99.1335,1430.82,3.60954,50.889,3.54907,2.7,5.39
1qf0,117.943,1754.19,4.6294,80.9945,5.89927,3.4,7.38
1qf2,77.1688,1285.45,3.427,49.2558,3.07322,2.5,5.92
1qft,65.3682,574.122,3.64116,9.54884,4.86569,1.5,8.77
1qhc,136.499,1967.03,7.68924,3.66886,8.90365,3.9,7.57
1qin,122.754,1590.29,7.68185,40.7874,10.7883,3.6,8
1qji,98.6487,2069.8,4.59067,51.7876,4.20112,4.9,4.85
1qk3,108.935,1157.92,6.39596,0,9.41569,2.1,5.15
1qk4,119.958,1251.71,7.41471,0,10.6973,2,4.21
1qka,160.933,1976.84,8.08411,27.7875,14.7117,4.7,5.92
1qkb,124.644,1674.6,7.25867,29.0746,11.8813,4.1,7.35
1ql7,127.617,1518.57,2.80699,25.5474,0,1.8,5
1ql9,141.008,1571.37,3.01911,35.3686,0.167864,1.8,5.35
1qxk,139.34,1715.76,5.39416,43.5708,8.11857,4.2,5.05
1qxl,119.136,1841.22,4.62986,51.0957,4.61093,3.5,7.96
1qy1,46.2991,798.719,1.45903,26.2534,1,1.6,6.52
1qy2,37.5513,743.61,0.850472,19.9637,1,1.4,5.74
1qyg,117.469,1230.79,3.71498,47.1513,1.94869,1.8,6.85
1r0p,113.636,1911.86,3.65856,50.0739,2.77102,2.5,8
1r1h,129.372,1758.18,7.6284,67.8165,5.58281,2.9,8.92
1r1j,118.028,1525.97,11.9402,62.4613,5.08279,2.9,8.64
1r4w,87.27,1080.2,5.71521,16.5757,5.1895,3,4.05
1r6n,107.022,1258.03,4.40439,61.0322,2.84628,2,7.4
1r9l,62.9852,599.029,2.54842,0,3.23262,1.4,5.4
1rbp,65.0252,1355.11,0.556304,81.4518,0,2.1,6.72
1rd4,111.6,1512.91,3.66319,67.2206,0.82497,2.4,7.74
1rjk,102.178,1985.78,3.58341,105.307,5.26112,2.5,10
1rmz,73.6927,1130.6,4.59939,17.1935,5.43279,2.8,8
1rnm,45.1326,918.03,2.34603,2.33361,3.19581,2.1,3.07
1rnt,86.6304,1074.08,6.80048,0,6.62771,2.1,5.19
1ro6,79.8452,1132.77,1.82721,49.1283,1.83258,1.8,6.46
1ro7,179.77,2322.11,10.2619,15.0263,14.8408,3.8,3.18
1rp7,129.955,1747.39,6.52114,23.6602,9.12924,2.6,8.52
1rpf,65.3336,993.34,5.57735,2.28967,6.92421,2.1,3.99
1rpj,78.1983,931.608,7.75904,0,12.4326,1.7,6.48
1rql,43.4381,461.72,1.97069,5.48235,2.9228,1.2,2.75
1rr6,95.6193,1218.59,2.37966,2.07646,3.39582,1.7,10.25
1rtf,65.8275,599.074,1.16851,8.48795,2.63193,1.3,3.04
1s19,86.6191,1901.41,3.78053,94.3752,5.38542,2.3,9.51
1s39,87.5366,746.137,3.50231,28.5442,5.49884,1.1,7.7
1s5z,89.2926,1218.97,4.1659,0,4.14262,2.4,3.21
1s63,56.149,1010.2,0.980982,32.5117,1.02758,2,9.05
1s89,61.8256,665.55,4.91515,0,8.33195,1.6,5.24
1sb1,114.178,1727.33,5.53648,54.2029,4.26779,2.9,6.89
1sbg,107.624,2061.49,3.34957,77.2681,4.43731,3.9,7.74
1sbr,73.3459,961.337,2.47969,16.3693,1.88946,1.8,5
1sdt,145.13,2390.35,3.98512,96.2008,5.12928,3.6,9.27
1sdu,135.15,2365.27,3.75696,81.9417,4.60904,3.6,10.07
1sdv,140.096,2375.43,4.28981,87.7824,5.08815,3.6,8.74
1sgu,122.04,2264.01,4.55331,79.3475,3.99721,3.6,5.37
1sh9,111.284,2255.57,5.98687,56.2174,4.8842,4.7,6.03
1siv,114.334,2065.96,5.58646,54.4705,10.0554,4.6,8.08
1sl3,141.704,1901.17,3.67646,54.8877,3.30635,2.9,11.85
1sld,93.3082,1737.27,3.49008,61.4195,3.38162,2.8,6.57
1sln,126.479,1699.19,7.02448,56.783,5.65481,3.8,6.64
1sqo,93.2503,1097.66,3.5229,7.23306,4.99513,1.7,7.46
1sqt,97.4314,1244.3,3.59348,5.44075,3.73698,1.9,6.2
1sr7,109.465,2142.44,1.91795,65.0476,1.95426,2.1,10.1
1srg,120.696,1267.81,10.802,68.7905,5.42224,1.7,5.3
1ssq,38.6654,475.413,3.43787,0,3.97514,1.6,6
1stc,118.644,1978.43,5.57922,75.0961,3.38874,2.4,8.1
1str,86.9192,1760.65,2.57074,34.3566,4.30586,5.2,4.77
1sv3,41.4045,629.724,1.33879,16.6391,0.493839,1.4,4.35
1sw1,64.3671,785.366,3.469,20.9947,3.27389,1.2,7.3
1sw2,58.4673,639.236,1.93462,0,2.79505,1.4,7.22
1swg,73.5717,1001.43,4.10953,29.1524,4.41008,2,7.36
1swr,92.6989,1106.41,6.47387,27.9025,7.40077,2,6.92
1syh,114.133,1095.83,6.96666,15.7309,11.1778,1.7,6.41
1szd,144.036,1764.14,3.86239,0,6.54031,3.4,4.54
1t31,145.951,1830.99,6.10196,48.9358,5.70136,2.4,8.64
1t32,134.34,1919.95,4.30962,68.9781,3.72495,2.4,7.42
1t4v,95.1915,1375.37,2.7788,54.1717,3.65915,3,7.68
1t5f,50.0309,840.372,5.27198,4.96548,6.81582,2.5,4.22
1t7d,82.5161,1584.19,4.13491,35.2643,4.37846,3.1,6.03
1t7j,99.2324,1883.62,3.8442,40.5205,4.3816,3.6,8.7
1ta6,119.858,1672.06,2.97867,54.8689,3.60994,2.9,9.13
1tcw,89.6841,1439.5,3.18301,47.3413,2.6331,3.9,6.02
1tcx,102.704,2075.77,3.49881,79.3791,4.8983,3.9,6.95
1td7,58.3629,938.65,0.83691,33.8181,0.696699,1.8,4.37
1thz,100.749,1166.56,3.77374,37.7346,2.14398,2.1,5.15
1tjp,103.855,1277.63,7.12286,31.5195,9.35754,2.5,4.42
1tkb,124.152,1670.26,5.55742,48.8708,4.75401,2.6,8
1tlp,95.1174,1534.22,5.88575,22.0284,4.57005,3.5,7.55
1tmn,88.2645,1477.99,4.86399,42.7224,8.00742,3.6,7.3
1tng,38.2373,536.085,1.87151,3.70846,2.97162,1.3,2.93
1tnh,47.477,584.582,1.65077,3.64377,2.93693,1.3,3.37
1tni,68.9523,609.485,3.98078,4.42504,2,1.9,4
1tog,49.8241,634.422,2.61605,33.8156,4.49672,1.6,3.22
1toi,46.2894,609.574,2.67308,29.706,4.51601,1.6,4.05
1toj,47.2434,638.698,2.93644,31.867,4.56559,1.6,3.39
1tok,42.8631,495.198,3.03277,6.47543,5.86329,1.4,2.47
1tom,97.0981,1366.15,3.48223,53.8703,4.72937,2.5,8.3
1tpw,60.4292,661.278,4.4061,0,8.70327,1.7,3.3
1tq4,125.367,1300.81,7.90195,0,12.0999,2.4,6.19
1trd,55.6018,619.219,5.00811,0,6.93216,1.7,5.4
1tsy,88.368,1099.31,6.1037,0.601073,9.42653,1.9,4.96
1ttm,52.6033,945.01,3.7613,34.7302,1.89518,1.5,7.35
1tuf,57.4391,654.727,3.20282,20.8055,2.44614,2.6,4.05
1tx7,66.4423,801.344,4.07712,2.73865,6.12308,1.5,4.6
1txr,88.5562,1228.45,6.03224,49.801,7.54944,2.8,7.74
