receptor,van_der_Waals,hydrogen_bonding,electrostatic,solvation,tors,exp_binding_affinity
1jmg,-67.6077,-28.0623,-0.0565234,143.683,4.5,6.07
1jn4,-103.474,-35.8475,-0.0347046,212.577,11.5,4.95
1jq8,-117.919,-11.7475,0.00879408,141.285,17.5,6
1jqy,-78.0155,-19.4645,0.0130369,130.799,11,4.92
1jsv,-37.6541,-12.7842,0.0114441,90.8897,4,5.7
1jvu,-63.1387,-31.4511,-0.0395431,132.016,5.5,5.15
1jyq,-117.835,-62.7045,-0.136255,185.173,20,8.7
1jys,-39.7386,-6.63252,-0.00130153,86.0037,0.5,3.52
1jzs,-87.8765,-14.7245,0.0052828,117.814,18.5,6.6
1k1j,-93.2268,-33.2103,-0.00657315,120.734,9.5,7.55
1k1l,-90.8336,-32.5121,-0.00641591,127.708,7.5,6.9
1k1m,-90.7661,-31.0218,-0.00521967,123.328,7.5,7.4
1k1n,-87.316,-30.0189,-0.0142555,140.661,12.5,6.82
1k1o,-85.1657,-39.8318,-0.0307058,135.729,11,6.17
1k1y,-108.279,-33.2449,-0.0472835,273.242,15.5,3.22
1k21,-90.6579,-34.7222,-0.0317274,146.019,11,8.38
1k22,-100.912,-35.6265,-0.0114968,144.206,10,8.4
1k27,-83.7944,-19.2253,-0.0114136,175.859,4.5,9
1k4g,-64.6397,-21.404,-0.0154861,136.839,4,5.85
1k4h,-61.9334,-18.6646,-0.0167435,106.029,5,5.11
1k6c,-122.407,-17.7252,-0.0191047,161.867,13,7.48
1k6p,-128.762,-19.177,-0.0259536,168.376,13,7.36
1k6t,-123.891,-17.5338,-0.0210881,160.828,13,7.62
1k6v,-130.158,-18.1531,-0.0233986,171.126,13.5,6.92
1k9s,-79.0987,-25.4185,-0.00840995,181.446,4,6.52
1kav,-69.562,-25.9241,-0.0679181,104.9,7,5.82
1kc7,-37.0424,-28.2987,0.028033,99.5388,2.5,5.52
1kdk,-72.2532,-7.18603,0.00114049,10.156,0.5,9.05
1kel,-74.1381,-14.4563,-0.0762099,103.466,10,7.28
1kjr,-69.6613,-24.958,0.00505451,152.998,12.5,6.06
1km3,-58.3536,-40.0791,-0.0375422,140.033,5,4.91
1kmy,-55.3063,-7.58059,0.00173184,68.0879,2,5.1
1koj,-64.4337,-39.2592,-0.0378165,159.471,8,6.7
1kpm,-86.8454,-8.38232,-0.00316551,32.5229,7.5,5.8
1ksn,-116.334,-23.3926,-0.00757409,130.192,10,9.4
1kug,-93.1953,-22.3047,0.0144881,121.028,9,3.8
1kui,-93.0376,-17.7867,0.0174455,117.678,10,3.77
1kuk,-96.3733,-23.1669,0.0186487,119.273,11.5,3.91
1kv1,-67.4909,-12.8452,-0.00984131,69.5548,2,5.94
1kv5,-39.4485,-30.7983,-0.0494783,93.3969,3,4.22
1kyv,-95.608,-27.8186,-0.0020397,160.077,7,5.92
1kzk,-127.57,-9.10453,0.00304167,141.381,10.5,10.39
1kzn,-99.5207,-15.511,-0.00390059,133.415,11.5,8.92
1l6m,-26.6747,-1.61973,-0.0143744,50.3453,2,8.1
1l83,-25.8811,0,0,4.71916,0,3.4
1l8g,-91.8156,-25.728,-0.0485564,144.239,6,6.22
1laf,-62.9069,-48.8021,-0.0821135,147.517,5.5,7.85
1lag,-53.6819,-37.5038,-0.0554969,123.313,3.5,6.3
1lah,-47.3829,-41.9577,-0.0888265,112.439,5,7.52
1lan,-35.1866,-37.5879,-0.0514301,71.2004,4.5,7.22
1lbf,-82.6122,-35.5039,-0.0822184,168.192,10.5,7.85
1lbk,-59.5209,-39.4282,-0.0627761,125.562,10,3.18
1lcp,-35.7915,-22.1373,0.00444493,86.275,3.5,6.64
1lee,-109.022,-15.6976,-0.00286831,105.303,14,7.74
1lf2,-106.238,-17.3144,-0.00462978,105.597,14,7.52
1lgt,-59.816,-10.3174,0.000700611,70.4096,2,6.1
1lgw,-31.4379,-4.46888,-0.00112919,40.0133,0.5,4
1lhu,-71.9236,-15.597,-0.0139572,31.889,1,8.83
1li2,-29.664,-0.343751,0.00105888,22.7205,0.5,4.04
1li3,-33.832,-0.268212,0.000844606,27.3679,0.5,4.25
1li6,-24.7218,-4.54309,-0.000319816,25.8194,0,3.8
1lke,-88.379,-10.9638,-0.00314375,68.3671,2.5,7.52
1lkk,-89.8313,-37.4698,-0.10067,143.937,20,6.85
1lkl,-82.3611,-35.9656,-0.103228,153.252,18,5.81
1lnm,-86.0457,-6.28427,-0.00151562,51.8424,2,8.7
1lol,-58.424,-36.6245,-0.0188791,147.898,5,6.39
1loq,-61.8558,-44.4364,-0.0454077,132.803,5,3.7
1lpk,-111.448,-22.1786,-0.00485309,148.345,9.5,7.55
1lpz,-110.72,-16.4932,-0.00481264,129.5,6.5,7.6
1lrh,-49.8247,-5.51975,0.0351541,47.8904,2,6.82
1lst,-51.0137,-40.7939,-0.083711,110.543,6,7.85
1lvu,-76.8141,-23.6074,-0.0415682,177.779,5,5.32
1lyb,-112.793,-37.771,-0.00753812,140.778,23,11.42
1lyx,-38.4393,-25.3827,-0.0268716,90.0734,3,4.54
1lzq,-136.024,-40.4397,-0.0409373,182.959,21,8.39
1m0b,-137.554,-36.6567,-0.0435361,177.795,21,8.82
1m0n,-100.162,-33.5029,-0.0498719,203.174,6.5,2.22
1m0o,-92.0998,-40.2054,-0.0574583,199.503,8.5,2.31
1m0q,-91.9828,-34.2295,-0.0557998,205.311,6.5,3.89
1m1b,-40.0731,-25.4928,0.0177415,99.4227,3,4.66
1m2p,-63.0109,-7.1654,-0.00296671,91.1769,2,6.11
1m2q,-66.2838,-8.01774,-0.00177045,94.7603,2,6.1
1m2r,-69.5867,-12.4833,-0.0011945,110.752,2,6.46
1m2x,-42.332,-12.8321,-0.00892275,57.2743,3.5,4.15
1m48,-80.9558,-20.5221,-0.0317891,68.4298,10,5.09
1m4h,-158.678,-57.1825,-0.0286197,243.331,32,9.52
1m5w,-50.6207,-16.8096,0.0272035,121.936,6,4.27
1m7d,-87.0469,-15.7766,0.0020437,160.428,10,6.23
1m7i,-112.692,-15.6877,-0.00591898,230.54,16.5,5.4
1m7y,-102.133,-58.8724,-0.0942675,229.777,12,10.96
1m83,-110.554,-62.0493,-0.125851,274.053,9,3.4
1mai,-50.6001,-37.3153,-0.203742,127.195,7.5,6.68
1mes,-119.046,-28.2999,-0.0115963,137.901,12,7.7
1met,-121.499,-32.1352,-0.0120808,133.979,12,9.4
1mfa,-63.5673,-16.644,-0.00334659,117.426,11,5.04
1mfd,-68.1994,-22.3785,-0.000984916,125.526,11,5.31
1mfi,-58.386,-10.5233,-0.0536666,63.0765,2.5,5.59
1mh5,-97.7749,-14.8898,-0.0381511,123.342,14,9.21
1mjj,-95.1975,-21.3451,-0.0391093,114.322,14,8.74
1mmq,-80.4705,-35.0271,-0.0136403,82.8982,6.5,7.52
1mmr,-83.9451,-24.3431,-0.00712144,92.7613,7,5.4
1moq,-60.4906,-37.5027,-0.0392859,168.322,5,3.46
1mq5,-123.353,-9.7096,-0.0173806,124.996,6,9
1mrn,-134.094,-20.0107,-0.0232193,329.356,17.5,4.52
1mrs,-83.527,-18.5777,-0.00538749,176.487,6.5,3.96
1mrw,-117.274,-10.5584,0.000775367,128.179,9,9.7
1mrx,-118.076,-10.502,0.000593805,125.126,9,7.26
1msm,-134.564,-14.3906,-0.00598027,139.019,10,10.48
1msn,-130.057,-14.4063,-0.00596702,136.329,10,9.09
1mtr,-118.013,-31.6104,-0.0503791,145.302,11.5,8.4
1mu6,-88.1286,-13.0775,-0.00316896,142.572,8,8.38
1mu8,-93.3709,-13.3831,-0.00239303,142.417,8,9
1mue,-92.655,-12.7906,-0.00324198,129.881,8.5,8.64
1my4,-74.7045,-45.2501,-0.0658841,136.889,3.5,6.98
1n0s,-81.3569,-10.8523,-0.017834,102.963,2.5,7.45
1n1m,-45.5809,-28.5038,-0.0972565,75.3999,4,5.7
1n3i,-77.4125,-20.0232,-0.0162206,149.626,4,8.89
1n3z,-45.776,-12.9342,-0.0393072,104.159,5,4.2
1n46,-103.188,-17.5546,-0.00335354,104.761,4.5,10.52
1n4h,-68.7298,-7.78277,-0.0176701,23.2055,5,6.55
1n4k,-49.3942,-39.8447,-0.200354,145.098,7.5,10.05
1n51,-103.345,-31.5623,-0.0813853,171.815,9,4.85
1n5r,-56.9492,-0.32866,-0.00796844,64.5004,8,5.66
1n8v,-45.2842,-0.0903348,0.00125651,5.82355,11,6.03
1ndv,-77.6729,-15.4735,-0.0775654,144.141,4,5.92
1ndw,-59.5021,-13.7761,-0.00407383,98.2492,6.5,5.23
1ndy,-70.6212,-14.7906,-0.00262349,88.4687,6.5,6.17
1ndz,-109.838,-14.7388,-0.00806478,154.065,10.5,8.11
1nf8,-67.0024,-25.7405,-0.0595252,102.053,4.5,7.82
1nfu,-99.0948,-7.38791,-0.00487867,93.2469,5.5,7.74
1nfw,-97.9805,-3.78796,-0.00383681,84.8362,5,8.96
1nfx,-104.618,-3.90575,-0.00395444,97.8445,6.5,8.52
1nfy,-103.909,-5.50883,-0.0037184,101.391,5.5,8.89
1nh0,-145.69,-33.3444,0.0025852,202.31,22.5,9.74
1nhu,-58.4099,-7.89272,-0.023692,69.3672,8,5.66
1nhz,-94.9977,-4.37432,-0.00305248,27.2425,4.5,6.08
1nja,-62.7404,-24.2677,-0.0571443,155.034,5,6.31
1njc,-65.8105,-42.2566,-0.063032,154.188,5,5.55
1njd,-65.7336,-35.1853,-0.0577559,145.323,4.5,5.57
1nje,-64.772,-34.6712,-0.0647906,153.677,5,3.8
1njs,-112.037,-55.8874,-0.0505079,191.835,15.5,7.82
1nki,-25.992,-13.6244,-0.017048,87.5835,1,6.7
1nl9,-84.3555,-35.9915,-0.0710853,140.659,12,5.96
1nli,-46.2339,-13.001,0.0047497,100.542,0.5,3.59
1nm6,-105.211,-13.8546,-0.00836416,138.042,2,10.05
1nny,-119.064,-36.1659,-0.098574,191.523,16,7.66
1no6,-64.1775,-20.6048,-0.0633208,115.019,4,4.41
1np0,-58.4492,-14.7553,0.00481798,89.9228,2.5,3.57
1nq7,-74.7397,-8.42176,-0.0197952,31.1946,6,6.8
1nt1,-104.799,-16.1435,-0.00438683,109.877,1,8.89
1nu3,-32.1324,-6.37791,0.00212907,20.5716,5,4
1nvr,-93.7983,-18.2492,-0.0420928,121.02,4,8.11
1nvs,-82.7225,-9.36316,-0.00614316,95.7707,2,7.82
1nw4,-73.6669,-25.7672,-0.0144231,171.017,3.5,9.07
1nw5,-100.819,-33.7134,-0.0376003,195.999,9,5.21
1nw7,-77.7976,-22.6269,-0.0327645,170.289,9,5.09
1nwl,-52.5462,-10.1851,-0.0256533,118.717,11,2.39
1nz7,-103.465,-32.7213,-0.0911403,181.953,19.5,7.12
1o0f,-57.3759,-25.2052,-0.0608204,142.33,7,5.3
1o0m,-58.4559,-27.0801,-0.0435413,118.972,5,5.15
1o0n,-51.2513,-19.1859,-0.0333642,110.456,5,4.09
1o1s,-96.9324,-23.1704,-0.0848953,142.394,14,7.31
1o2h,-81.7739,-29.1148,-0.0062106,109.254,5,7.17
1o2j,-74.9069,-27.9699,-0.00787557,117.938,5,6.92
1o2n,-89.478,-26.6983,-0.00310474,126.581,2,6.09
1o2o,-83.1041,-31.2578,-0.00777607,130.847,5,6.36
1o2q,-91.9256,-27.447,-0.007777,115.773,5,7.68
1o2r,-88.847,-30.9411,-0.00701043,130.924,4,5.21
1o2w,-74.1832,-38.175,-0.0119047,130.658,6,5.85
1o2z,-87.4325,-34.9099,-0.0139152,144.689,7,6.11
1o30,-89.19,-31.8151,-0.0165215,146.355,6,6.77
1o33,-65.1269,-29.0074,-0.00660034,117.627,2,5.74
1o35,-66.3175,-29.7611,-0.00569269,114.467,2,5
1o36,-92.9335,-38.8252,-0.0141761,157.113,7,5.96
1o38,-82.1147,-28.4187,-0.00584934,127.921,4.5,6.82
1o3d,-81.8702,-29.0785,-0.00687333,120.202,2,7.13
1o3i,-73.1514,-27.6056,-0.00736356,104.805,3,7.3
1o3j,-71.2962,-29.5561,-0.00820759,113.967,2,6.77
1o3l,-75.2779,-29.3109,-0.0104085,112.434,5,6.54
1o3p,-77.8278,-27.0855,-0.00569934,124.256,4,6.66
1o5a,-79.9908,-20.6343,-0.00137289,113.232,4,6.42
1o5c,-81.2832,-20.8855,-0.00750186,132.199,4,5.22
1o5e,-91.7911,-29.8565,-0.00620473,118.114,4,5.74
1o5g,-85.4571,-22.888,-0.000930644,127.031,4,4.96
1o5r,-95.9837,-15.7362,-0.00656025,162.81,9.5,8.12
1o7o,-89.1673,-33.1387,-0.0187238,197.737,7,4.49
1o86,-82.1751,-30.2317,-0.0421327,177.633,12.5,9.57
1oar,-83.4416,-9.60457,-0.0299731,88.5848,2,7.4
1oau,-67.247,-8.95093,-0.0564678,105.276,6.5,7.7
1oba,-21.5924,-0.00811323,-0.00872236,27.1048,2.5,2.44
1ocq,-65.9585,-41.6962,-0.0663513,149.365,7,5.19
1od8,-63.5904,-33.0929,0.00067265,116.1,4,5.1
1odi,-70.6337,-22.9052,-0.0034138,177.494,4,4.21
1odj,-76.3775,-23.6518,-0.027577,184.218,4,4.1
1oe8,-52.4194,-36.7362,-0.084929,125.396,10,5.52
1ogd,-42.388,-15.7374,0.000739676,79.701,2,3.03
1ogg,-102.285,-28.6957,-0.00482783,220.66,12.5,5.19
1ogx,-52.28,-6.29832,-0.00129214,28.9576,0.5,6.09
1ogz,-49.5276,-6.52214,0.00219055,28.0815,0.5,5.85
1ohr,-110.679,-8.49191,-0.0155793,115.941,11,8.7
1oif,-47.9209,-32.7218,-0.06276,97.0169,2.5,7.72
1okl,-54.5873,-10.2135,-0.00222823,60.9754,2.5,6.03
1ols,-98.8535,-35.746,-0.0227078,209.084,8.5,5.82
1olu,-87.6979,-36.0343,-0.00598881,183.15,8.5,4.41
1olx,-106.561,-38.6158,-0.0213907,209.874,8.5,4.33
1om1,-72.6744,-7.45364,-0.0230733,87.1098,2,6.77
1ony,-91.8779,-35.8706,-0.0740652,160.293,16,6.77
1onz,-63.7011,-20.1754,-0.0615894,124.59,4.5,5.1
1ork,-97.1315,-22.7124,-0.0218656,182.26,7,8.81
1os0,-95.1398,-21.49,0.0191107,132.083,12.5,6.03
1os5,-73.3787,-3.58375,-0.000921198,57.4459,8.5,6.85
1oss,-43.4457,-14.6759,-0.00401643,59.511,1.5,4.79
1oth,-73.6389,-68.2898,-0.118173,168.905,7.5,7
1owe,-68.2818,-20.3627,-0.00612321,101.943,3.5,6.2
1oxr,-37.8806,-8.96376,0.0193101,50.1292,3,5.19
1oyq,-92.7626,-20.9522,-0.00599174,134.699,12.5,6.96
1oz0,-135.504,-46.0835,-0.087807,322.166,18.5,7.7
1p19,-58.8886,-36.4538,-0.0225773,149.123,5,4.11
1p1o,-60.1774,-46.5811,-0.0607078,129.153,3.5,5.76
1p57,-65.5737,-25.6384,-0.00668213,113.088,2,4.4
1pa9,-57.9833,-30.855,-0.0530798,95.8218,3.5,4.6
1pb8,-39.8257,-36.2574,-0.0602237,97.4937,3,5.15
1pb9,-40.7964,-28.6276,-0.0410083,73.9455,0.5,3.62
1pbq,-58.5909,-15.9002,-0.0275095,79.9704,1.5,6.27
1pdz,-29.1396,-19.0082,0.00888777,93.3716,3,3.7
1pfu,-35.324,-14.5928,-0.0215694,73.1959,4.5,2.72
1pgp,-54.4535,-28.7984,-0.0515711,153.945,9,5.7
1phw,-38.1324,-3.38721,-0.0232676,109.958,4,3.3
1pkx,-108.051,-55.9678,-0.0610339,191.223,5,6.92
1pme,-74.3051,-1.25427,0.00140659,80.6415,4,9.4
1pot,-61.2417,-35.9447,-0.134094,115.213,8,5.49
1ppc,-92.3083,-27.9563,-0.00605227,121.967,9.5,6.16
1pph,-78.0545,-30.6759,-0.00592061,103.208,7.5,5.92
1ppi,-147.078,-41.7228,-0.0496046,319.97,20,5.01
1ppk,-93.6753,-26.2555,0.0586112,122.192,16,7.66
1ppl,-112.17,-25.3053,0.0570075,131.681,18,8.55
1ppm,-110.078,-24.1568,0.0538054,153.679,17,5.8
1pr5,-68.4665,-16.1127,-0.000149504,146.247,4,3.92
1pro,-127.181,-30.4079,-0.0152644,156.49,11.5,11.3
1pvn,-85.5929,-41.048,-0.0410653,224.951,6.5,9.82
1px4,-52.1695,-23.071,0.000228206,104.032,5,3.23
1pxo,-73.3452,-11.6013,0.00886844,122.948,4.5,8.7
1pxp,-76.232,-11.3857,0.00386598,98.6086,4,6.66
1pyn,-101.12,-40.8788,-0.072244,170.267,18.5,5.49
1pz5,-118.488,-17.2616,-0.00940002,223.7,29.5,5.4
1pzi,-54.473,-22.0182,-0.000643696,104.304,7.5,4.22
1pzo,-55.8061,-4.32689,-0.00290915,60.5901,5,3.32
1pzp,-53.2022,-0.107735,-0.000306138,44.984,5,3.31
1q1g,-80.2673,-21.4713,-0.0161755,160.373,4,8.57
1q54,-62.7043,-18.9149,-0.0371917,130.286,7.5,5.85
1q5k,-61.7179,-11.3735,-0.0112065,91.2033,5,7.42
1q65,-63.4617,-30.9909,-0.0537272,129.843,6,5.46
1q72,-66.3233,-0.074111,-0.000805149,69.6341,5,6.85
1q7a,-56.3935,-0.36755,0.00123014,46.0636,5.5,7.19
1q84,-158.327,-21.879,-0.00511987,134.266,13,11.05
1q8w,-54.6708,-11.5667,-0.0234796,81.2193,2,5.24
1q91,-79.9482,-18.6913,-0.0385596,116.813,3,4.15
1qan,-102.845,-24.3941,-0.0231122,191.676,9,4.48
1qaw,-64.5859,-34.6967,-0.0321567,103.831,3.5,5.12
1qb1,-92.9769,-20.5538,-0.00957149,155.409,9.5,6.77
1qb6,-82.3719,-26.8597,-0.00661743,131.642,7.5,6.06
1qb9,-93.9823,-20.1167,-0.00919832,118.002,6.5,7.44
1qbn,-87.5073,-28.1178,-0.00863971,134.036,8.5,5.85
1qbo,-92.38,-22.6887,-0.0077633,120.36,6,7.74
1qbq,-61.7178,-9.08829,-0.0347813,71.8548,8.5,8.3
1qbr,-154.227,-40.4805,-0.00576009,175.842,13,10.57
1qbs,-118.262,-28.0128,-0.0100037,134.639,12,9.47
1qbt,-174.706,-46.7315,-0.0233929,213.598,13,10.62
1qbu,-118.421,-32.4335,-0.0104992,136.023,11,10.24
1qbv,-88.4553,-19.0627,-0.00838105,112.59,8.5,5.39
1qf0,-102.639,-28.2396,0.0151209,132.603,12,7.38
1qf2,-71.046,-15.9272,0.0083494,95.127,7.5,5.92
1qft,-41.8374,-22.7814,-0.0869464,80.3934,2.5,8.77
1qhc,-111.894,-40.6233,-0.0823892,241.24,14.5,7.57
1qin,-95.0649,-42.2515,-0.0461582,146.92,13,8
1qji,-105.226,-19.8838,0.000166091,154.519,19.5,4.85
1qk3,-73.8224,-39.6017,-0.0258725,165.522,5.5,5.15
1qk4,-77.7336,-38.3202,-0.0183285,173.944,5,4.21
1qka,-124.057,-72.0899,-0.146127,282.266,18.5,5.92
1qkb,-104.461,-61.3325,-0.117459,209.025,15.5,7.35
1ql7,-100.945,-0.212483,-0.00147432,85.7411,4,5
1ql9,-108.507,-0.997754,-0.00111127,84.9648,4,5.35
1qxk,-102.093,-38.6717,-0.0365167,156.971,16,5.05
1qxl,-99.558,-14.4287,-0.00705098,145.182,12.5,7.96
1qy1,-41.3593,-0.0268312,0.0020239,46.6129,3,6.52
1qy2,-37.7652,-0.019144,0.00108795,47.2985,2,5.74
1qyg,-77.2769,-6.33565,-0.013269,83.9938,4,6.85
1r0p,-101.832,-15.4077,-0.00414807,114.094,7.5,8
1r1h,-108.143,-31.2759,0.0242221,143.783,9.5,8.92
1r1j,-90.6532,-25.9506,0.00217217,120.124,9.5,8.64
1r4w,-65.7322,-30.8488,-0.0509622,143.65,10,4.05
1r6n,-75.8397,-7.70167,-0.00635763,95.7952,5,7.4
1r9l,-41.0989,-9.6243,-0.0170262,67.234,2,5.4
1rbp,-73.7866,-0.117257,-0.000251083,8.97818,5.5,6.72
1rd4,-85.5036,-3.79428,0.00182781,66.6759,7,7.74
1rjk,-102.082,-14.2201,0.000326893,38.5389,7.5,10
1rmz,-67.7,-14.9231,0.00513784,64.2502,9,8
1rnm,-50.0645,-11.7468,-0.0202916,114.502,5.5,3.07
1rnt,-68.7317,-26.7897,-0.00128647,147.738,5.5,5.19
1ro6,-64.0237,-12.181,0.00179477,59.531,4,6.46
1ro7,-138.716,-56.3842,-0.0262814,309.475,14,3.18
1rp7,-100.816,-37.8141,-0.00113881,213.397,8,8.52
1rpf,-59.4558,-27.1362,-0.0363689,130.86,5.5,3.99
1rpj,-59.3817,-44.4158,0.0122726,127.176,3.5,6.48
1rql,-30.7082,-10.3697,0.031983,50.3299,1,2.75
1rr6,-72.0244,-22.0467,-0.0064376,157.309,3.5,10.25
1rtf,-43.7314,-14.4129,-0.00330252,58.7403,1.5,3.04
1s19,-96.6795,-13.2364,-0.00180909,42.1398,6.5,9.51
1s39,-50.1824,-25.5961,-0.0493416,88.2711,0.5,7.7
1s5z,-64.909,-20.7328,-0.0499362,164.985,7,3.21
1s63,-50.1976,-6.80613,-0.0123483,100.685,5,9.05
1s89,-43.4619,-28.6557,-0.0360825,100.013,3,5.24
1sb1,-103.662,-27.7724,-0.00284536,109.808,9.5,6.89
1sbg,-108.244,-22.5546,-0.00374079,120.359,14.5,7.74
1sbr,-58.1692,-5.98851,0.00692078,77.4772,4,5
1sdt,-135.518,-12.4537,-0.0154817,161.257,13,9.27
1sdu,-131.17,-13.0507,-0.0169128,161.403,13,10.07
1sdv,-132.573,-12.3844,-0.0164264,162.341,13,8.74
1sgu,-123.413,-7.95536,-0.0186569,159.834,13,5.37
1sh9,-120.175,-17.8412,-8.64626e-05,151.67,18.5,6.03
1siv,-114.559,-48.2977,-0.0451695,151.854,18,8.08
1sl3,-118.048,-14.0237,-0.00348006,168.718,9.5,11.85
1sld,-89.2855,-13.4656,-0.00435778,166.347,9,6.57
1sln,-100.715,-26.913,-0.0166439,107.521,14,6.64
1sqo,-76.457,-23.6928,-0.00122554,116.151,3.5,7.46
1sqt,-80.1034,-20.54,0.00656442,107.234,4.5,6.2
1sr7,-112.944,-6.87286,-0.00293053,53.7987,5.5,10.1
1srg,-82.842,-15.261,-0.0233376,99.9358,3.5,5.3
1ssq,-29.4618,-21.1678,-0.0626811,75.7015,3,6
1stc,-102.45,-19.2608,-0.0259946,132.541,7,8.1
1str,-90.0651,-13.8147,-0.00159564,188.574,21,4.77
1sv3,-35.7315,-2.64179,0.0020763,49.7267,2,4.35
1sw1,-49.1856,-9.47348,-0.0349391,74.315,1,7.3
1sw2,-41.7192,-7.73023,-0.0381474,76.7187,2,7.22
1swg,-58.0845,-22.4383,-0.0179653,77.3532,5,7.36
1swr,-68.4339,-30.047,-0.0496277,86.1493,5,6.92
1syh,-74.2158,-49.9479,-0.0725312,127.116,3.5,6.41
1szd,-106.797,-43.8892,-0.020031,233.507,12,4.54
1t31,-109.404,-18.3449,-0.0856792,129.449,7,8.64
1t32,-111.509,-14.3436,-0.0502047,117.473,7,7.42
1t4v,-84.2312,-17.1381,-0.0321716,109.754,10,7.68
1t5f,-42.8812,-21.5652,-0.0399165,104.961,7.5,4.22
1t7d,-85.0874,-20.583,-0.029789,125.039,10.5,6.03
1t7j,-100.688,-12.9768,0.00228864,119.937,13,8.7
1ta6,-106.051,-17.249,-0.00824809,113.937,9.5,9.13
1tcw,-83.2321,-16.4602,0.000889109,102.265,14.5,6.02
1tcx,-107.303,-23.569,-0.0027824,118.761,14.5,6.95
1td7,-51.1701,-1.55941,0.00856723,82.5334,4,4.37
1thz,-70.4381,-14.1337,-0.0728646,137.872,5.5,5.15
1tjp,-78.4967,-33.0745,-0.013488,146.22,7.5,4.42
1tkb,-97.4154,-22.1834,0.0331267,165.167,8,8
1tlp,-85.6331,-30.2408,0.0646367,164.002,12.5,7.55
1tmn,-83.2455,-43.1651,0.0198652,135.959,13,7.3
1tng,-36.8768,-14.7475,-0.0333585,36.1141,1.5,2.93
1tnh,-39.5769,-14.6396,-0.0340627,57.9757,1.5,3.37
1tni,-46.9935,-11.89,-0.0315539,47.9883,4.5,4
1tog,-39.5334,-14.7433,-0.0272344,50.5525,3,3.22
1toi,-37.3376,-15.6827,-0.0278663,48.3792,3,4.05
1toj,-39.4094,-15.9792,-0.0288499,50.3138,3,3.39
1tok,-30.4741,-24.8248,-0.0540407,69.9995,2,2.47
1tom,-82.4724,-26.3372,-0.0342329,100.865,7.5,8.3
1tpw,-43.9489,-34.4034,-0.0358124,93.8493,3.5,3.3
1tq4,-87.7669,-40.6022,-0.0627236,187.905,7,6.19
1trd,-40.9016,-37.8252,-0.0407397,88.3561,3.5,5.4
1tsy,-64.9833,-30.9581,-0.0536464,140.377,4.5,4.96
1ttm,-51.663,-11.9713,-0.00290662,57.6288,2.5,7.35
1tuf,-42.2719,-6.44441,-0.0260261,64.7712,8,4.05
1tx7,-53.0546,-21.8209,-0.0119945,86.0613,2.5,4.6
1txr,-73.7747,-23.9045,-0.0579643,118.427,9,7.74
1tys,-72.2049,-53.7298,-0.0860254,153.674,4.5,5.49
1u0g,-49.5225,-32.6636,-0.038711,123.112,6.5,6.15
1u1w,-56.1629,-23.9865,-0.00946263,103.066,2,5.85
1u33,-103.31,-39.9834,-0.0126538,228.483,13,4.6
1u71,-76.4826,-18.4973,-0.0201631,141.497,5,7.48
1ua4,-78.0674,-24.3012,0.00368701,213.967,5.5,4.22
1ucn,-67.2183,-26.4323,-0.0309875,175.684,7.5,5.22
1ugp,-20.0111,-0.897728,0.00323553,33.5548,2,2.89
1ugx,-54.1216,-23.4112,-0.00232648,92.6979,9,5.91
1uho,-85.7964,-9.37695,-0.00547751,102.846,8,9.22
1ui0,-39.2188,-23.8712,-0.00658212,61.3963,0,7.06
1uj5,-60.5272,-30.7625,-0.0306428,125.565,8,3.05
1uj6,-54.2182,-39.8251,-0.0443752,119.039,8,3.05
1uml,-95.6593,-15.5597,-0.0087939,147.725,10.5,7.52
1uou,-64.7118,-11.8761,-0.00874508,109.735,2,7.7
1upf,-27.5261,-10.5193,-0.000193326,57.6876,0,4.6
1ur9,-111.168,-42.8152,-0.015942,209.067,11.5,5.77
1usi,-63.7969,-30.3714,-0.0493388,94.2434,3.5,6.74
1usk,-49.668,-29.5067,-0.0435542,77.4112,3.5,6.4
1usn,-61.4375,-24.9045,-0.00494611,113.155,7,7.74
1utj,-38.3646,-14.8931,-0.0418076,48.3108,1.5,3.84
1utl,-37.5375,-8.9181,-0.0275532,48.9525,3.5,2.47
1utm,-34.4671,-11.5253,-0.029975,48.0204,2.5,3.01
1utn,-39.7918,-14.2113,-0.0338331,38.4345,1.5,3.49
1uv6,-43.0499,-0.617973,-0.018932,66.9271,4,5.12
1uvt,-91.5601,-11.0863,-0.00399043,77.7196,8,7.64
1uw6,-54.3595,-5.16423,-0.0245639,57.1962,1,7.34
1uwf,-53.0753,-28.7356,0.0085909,87.7233,7,6.82
1uwt,-60.3882,-22.3772,-0.00569031,131.88,3.5,5.97
1uwu,-59.3463,-36.9999,-0.0448787,145.712,3.5,5.98
1uz1,-52.3017,-27.7057,0.00567287,94.0251,2.5,6.89
1uz4,-49.0719,-28.1666,-0.00325575,95.9296,2.5,3.4
1uz8,-81.7119,-21.6487,0.00352882,168.197,12,4.96
1v0k,-62.1558,-25.5941,-0.0237212,133.85,4.5,5.1
1v0l,-59.4928,-36.249,-0.0540553,118.757,4,7.55
1v11,-90.5968,-34.9666,-0.0035823,187.206,8.5,3.98
1v16,-91.0228,-35.5074,-0.0143882,190.758,8.5,3.87
1v1j,-56.082,-35.2931,-0.0075055,109.422,2.5,4.82
1v1m,-91.4924,-34.9187,-0.0180281,192.41,8.5,3.94
1v2j,-45.5382,-19.6625,-0.00438394,58.9593,1.5,3.25
