receptor,van_der_Waals,hydrogen_bonding,hydrophobic_contact,tors,exp_binding_affinity
3qin,-234.176,0,6.46012,5,6.87
3qkd,-904.693,0.923417,120.295,15,8.38
3qlm,-311.32,0,67.5751,14,6.37
3qnd,-246.37,0.000139924,15.7639,7.5,4.85
3qox,-682.168,0.908084,2.21974,8.5,6.57
3qps,-434.913,0,79.743,5.5,5.6
3qqa,-506.186,0.791578,74.7118,8.5,5.82
3qt6,-441.952,0,14.5392,6,5.37
3qto,-580.654,0,65.1467,6.5,4.13
3qtv,-588.393,0,66.5353,6.5,4.65
3qw5,-572.301,0.43184,35.2853,15.5,6.45
3qwc,-551.508,0,65.6802,6.5,4.26
3qx5,-605.21,0,71.335,6.5,4.2
3qx8,-428.231,2.56139,0,15,2.86
3qx9,-425.192,0,0,9,4.05
3qxt,-667.609,1.07746,29.8482,9.5,5.22
3qxv,-689.446,0.257716,35.7453,8.5,8.4
3qyy,-621.414,0.396227,0,3.5,5.08
3r0y,-424.803,0.940738,43.5571,12.5,4.84
3r16,-327.78,0,29.8351,4.5,7.3
3r17,-348.538,0,27.2762,4.5,6.41
3r1v,-362.109,0,91.4214,3.5,6.92
3r24,-637.955,0.654024,0.815242,8.5,5.25
3r4m,-309.154,0,30.6183,2.5,5.92
3r4n,-391.846,0,50.6113,6.5,6.89
3r4p,-577.449,0,55.2016,7.5,7.96
3r5t,-647.783,0,66.1218,16,8.58
3r6c,-541.944,0.14843,58.0119,3,4.72
3r6u,-197.455,0.532604,0,2.5,4.52
3r7o,-741.624,0,59.3393,7,8.36
3rbu,-365.377,0,9.42707,5,9.43
3rdo,-363.479,0.724334,27.458,5.5,9.85
3rdq,-348.621,0.709138,37.6713,6.5,9.31
3rdv,-530.323,1.11707,90.6669,25.5,4.91
3re4,-414.809,0,11.8749,4,7.4
3rf4,-436.862,0,38.5056,5.5,6.25
3rf5,-387.187,1.45621,54.8057,4,5.63
3rlb,-521.176,0,35.5054,4.5,9.92
3rlp,-339.655,0,39.9476,2.5,7.08
3rlq,-433.114,0,42.7186,2,7.4
3rm4,-494.688,0,41.53,4.5,5.77
3rm9,-307.151,0,38.5564,1,4.77
3roc,-579.099,0,61.3376,7.5,8.19
3rsr,-552.008,0.27479,34.3365,9.5,4.36
3rt4,-1046.11,0,70.8415,32,8.8
3rt8,-382.149,0,5.17753,4,6.35
3rtf,-416.164,0,4.59805,4,7.35
3ru1,-347.22,0,40.1212,5.5,4.85
3rux,-1000.02,1.43609,27.5317,11,9.28
3rv4,-568.228,2.13476,0,7,2.3
3rv8,-394.365,0,38.092,5,4.92
3rwp,-625.269,0,25.5893,6.5,9.22
3ryv,-305.702,0,31.3875,3.5,7.07
3ryx,-351.082,0,41.4621,5.5,8.14
3ryy,-313.913,0,35.2196,4.5,7.42
3ryz,-369.026,0,46.0755,6.5,8.62
3rz0,-327.326,0,39.9668,5.5,7.55
3rz1,-382.389,0,48.2554,7.5,8.74
3rz5,-334.437,0,44.7089,6.5,7.89
3rz7,-402.118,0,51.6338,8.5,8.96
3rz8,-348.728,0,47.8088,7.5,8.17
3s0b,-409.83,0,129.818,2,6.49
3s0d,-265.567,0,61.378,5.5,7.05
3s0e,-296.927,0,53.8905,3.5,6.55
3s2v,-511.733,0,4.3537,6.5,6.8
3s3v,-447.583,0.639622,35.4258,5.5,6.23
3s43,-701.659,0,67.3749,11,8.6
3s45,-688.931,0,74.8076,11,8.49
3s54,-706.253,0.824076,62.0924,11,9.64
3s56,-856.92,0,102.987,11.5,9.62
3s5y,-277.709,0.97642,0,3,7.41
3s6t,-451.891,0,28.5112,6.5,7.35
3s71,-296.628,0,28.8514,1.5,8.64
3s72,-289.543,0,18.529,1.5,6.4
3s73,-287.152,0,16.1346,1.5,8.7
3s75,-223.598,0,12.0353,1.5,6.82
3s76,-216.52,0,0,1.5,5.05
3s77,-231.159,0,0,1.5,7.21
3s78,-225.867,0,8.76901,1.5,6.47
3s8l,-479.832,0.434121,35.9716,10,5.64
3s8n,-494.909,1.28769,39.4585,10,6.21
3s8o,-497.024,1.37562,42.2542,10,6.85
3s8x,-368.364,0,35.4601,5.5,7.3
3s9e,-283.15,0,13.2599,4.5,5.13
3s9t,-395.717,0,31.72,5.5,6.82
3sap,-406.134,0,45.6116,8.5,7.59
3sax,-414.737,0,40.358,6.5,6.57
3sbh,-355.621,0,40.9967,5.5,7.28
3sbi,-346.554,0,32.5709,5.5,7.92
3sfg,-252.446,0,2.85632,3.5,6.06
3sha,-527.405,0,63.8145,6.5,5.59
3shc,-565.809,0,67.4652,6.5,5.72
3si3,-518.284,0,67.8694,6.5,4.16
3si4,-545.222,0,67.4347,6.5,3.88
3sio,-746.8,0,84.4448,13,8
3sjf,-748.716,0.993794,30.9068,11,7.64
3sk2,-460.856,0,52.3659,3.5,3.61
3slz,-1153.39,0,133.501,23,6.99
3sm2,-708.217,0,62.2657,11,9.7
3spf,-332.691,0,82.9012,12,3.86
3sr4,-705.186,1,2.08422,8.5,6.54
3st5,-769.214,0.294002,78.7395,12,11.3
3std,-637.193,0,173.625,5,11.11
3str,-716.663,0,23.0613,9.5,8.4
3su0,-743.158,0,74.7359,8,6.79
3su1,-749.716,0,70.7884,8,6.68
3su2,-774.437,0,70.1132,8,7.35
3su3,-762.927,0,70.0331,7,9.13
3su4,-769.207,0,71.8556,7,6.26
3su5,-745.897,0,66.0803,7,5.58
3su6,-793.747,0,67.8504,7,6.02
3sue,-846.742,0.0267534,76.1856,8,9.08
3suf,-796.548,0.265581,67.8285,8,7.56
3sug,-779.735,0,65.561,8,6.21
3sur,-393.683,0,16.6518,2.5,4.15
3sus,-395.201,0,16.2987,2.5,4.15
3sut,-522.135,0,35.184,7.5,7.85
3suu,-513.983,0,35.3385,7.5,8.52
3suv,-365.175,0.490854,17.0913,3.5,4.55
3suw,-388.683,0.438855,22.8356,2.5,4.7
3sv2,-545.024,0,65.4609,6.5,4.19
3sw8,-405.259,0,23.8661,5.5,4.5
3sww,-428.567,0,41.7608,5.5,8.4
3sxf,-580.561,0,75.9512,3.5,8.6
3sym,-498.125,0,3.23333,5.5,4.57
3t01,-156.774,0,0,1,4.48
3t08,-327.993,0,11.2727,5,3.04
3t09,-324.182,0,0,3,3.8
3t0b,-327.376,0.815355,11.6994,5,4.3
3t0d,-324.289,0,0,3,2.37
3t0x,-697.437,0,212.348,8,8
3t1a,-795.22,0,114.466,5.5,8.37
3t1l,-269.073,0,0.118591,8.5,3.26
3t1m,-428.012,0,21.1558,8,3.04
3t2q,-318.671,0,0,3,3.66
3t2w,-377.108,0.835223,26.0729,5.5,7.46
3t3c,-721.519,0,56.1258,11,10.23
3t3u,-613.575,0,65.4095,3.5,8.6
3t5u,-266.07,0,35.5652,2.5,7.59
3t60,-518.826,0,70.6674,6,6.7
3t64,-477.645,0,74.1101,5.5,6.7
3t6b,-847.479,0.010525,68.5103,12,6.36
3t70,-483.719,0,76.847,5.5,6.3
3t82,-416.133,0,7.66448,8.5,7
3t83,-536.203,0,18.5303,13,6.98
3t84,-402.511,0,8.0033,7,6.97
3t85,-398.745,0,7.06845,8.5,7.95
3t8v,-812.151,0,74.8556,19,6.59
3ta0,-689.194,0,0,9.5,3.47
3ta1,-686.029,0.762504,0,7.5,3.25
3tao,-251.171,0,0,4,5.14
3tay,-304.681,0.426956,2.87749,9.5,3.38
3tb6,-242.662,0,0,2,5.08
3tcg,-532.97,0,15.7189,12,5.87
3td4,-282.345,0,9.02788,7,5.66
3tf6,-247.931,0,35.4056,2,6.4
3tfn,-605.738,0,120.486,6,6.57
3tfp,-609.25,0.368727,102.146,6,6.47
3tfu,-632.967,1.33999,29.1773,8,3.28
3th9,-680.284,0,82.3729,7.5,7.7
3tif,-602.584,1.78441,0,7.5,5.38
3tk2,-321.14,0,54.2375,3.5,4.62
3tkw,-728.986,0,69.3582,11,5.27
3tmk,-1129.19,0.161782,23.7225,17.5,6.87
3ts4,-749.596,0,64.3285,13,8.72
3tt4,-604.244,0,53.8625,8,8.28
3ttm,-215.59,0.626788,37.8958,4,8.52
3ttn,-345.65,0,45.6663,8,7.84
3ttp,-721.547,0,58.3244,11,9.12
3tu7,-653.587,0.338519,68.9338,7,8.09
3tvc,-706.697,0,98.3422,9,7.74
3tz0,-249.171,0,36.9695,3,5.04
3tza,-477.289,0,35.7967,7.5,5.5
3tzm,-627.497,0,59.4515,3,7.77
3u10,-566.642,0,0,2,5.44
3u15,-513.481,0,70.6607,4,7.11
3u3u,-465.316,0,95.807,14.5,6.88
3u5l,-395.542,0,74.7541,1,6.19
3u6h,-816.357,0,107.785,7,9
3u6i,-835.631,0,118.136,7.5,9
3u7k,-540.557,0,38.7117,8.5,7.07
3u7l,-497.233,0,36.0832,7.5,7.28
3u7m,-514.963,0,41.6328,9.5,7.45
3u7n,-491.461,0,30.4857,8.5,7.95
3u7s,-716.703,0,58.9348,11,8.43
3u81,-605.02,0,3.50332,9,4.44
3u8j,-379.481,0,21.8942,1,8.51
3u8l,-420.743,0,32.4026,2,8.05
3u90,-198.169,0,35.8072,12,4.62
3u92,-376.517,0,34.1735,4,7.48
3u93,-276.688,0,12.9559,4.5,6.31
3ubd,-601.224,0,82.0101,9,5.54
3ucj,-332.438,0,9.87844,2.5,6
3udd,-703.759,0,74.9967,7,7.1
3ug2,-449.347,0,36.2982,8,8.25
3uil,-150.407,0,15.0182,10,6
3uj9,-289.828,0.318103,0,4,4.63
3ujb,-654.456,0.839719,2.67948,9,5.1
3ujc,-285.317,0,0,4,4.59
3ujd,-283.997,0.382829,0,4,4.69
3umo,-655.116,0,0,9.5,3.89
3umq,-79.8997,0,4.84828,2,4.62
3uod,-529.421,0.820048,59.3866,6,7.31
3upk,-666.825,1,10.8221,12.5,4.3
3upv,-537.206,1.11485,35.8567,18.5,5.3
3usx,-206.104,0,34.9658,12,5.02
3uu1,-256.985,0.576791,45.7874,1.5,5.2
3uug,-369.575,0.862137,0,3,4.51
3uw4,-538.879,0,47.146,7,7.77
3uw5,-551.25,0,53.9106,7,7.85
3uxd,-268.349,0,44.6661,0,4.41
3uxk,-249.722,0.700443,47.8639,1.5,4.93
3uxl,-246.904,0.754372,43.5338,3,5.57
3uyr,-721.041,0.609403,57.4278,23.5,6.9
3uz5,-275.472,0,42.1534,0,7.22
3uzj,-231.614,0,43.3251,0,5.55
3v2n,-318.336,0,101.348,12,6.1
3v2p,-418.302,0.312099,140.684,16,6.36
3v2q,-363.395,1,117.22,14,6.29
3v3l,-553.666,0,0,10.5,6.43
3v3q,-435.2,0,33.4492,13.5,6.6
3v4t,-671.505,1,9.98956,12.5,4.11
3v51,-726.687,0,117.395,4.5,8.55
3v5p,-539.126,0,47.8161,3.5,8.96
3v5t,-625.702,0,70.6671,5.5,8.22
3v78,-678.805,0,158.947,3,5.54
3v7t,-546.745,0,27.8219,6.5,7.21
3v7x,-380.091,0,49.7291,7.5,8.57
3vbd,-373.728,0,52.2713,2.5,8.07
3vd4,-330.051,0,11.2807,5,4.82
3vd9,-330.961,0.823719,13.1837,5,4
3vdb,-304.351,0,0,3,2.52
3veh,-395.563,0,37.7248,4.5,4.96
3vf5,-809.863,0.351094,70.7583,11.5,9.34
3vf7,-825.207,0,79.431,11.5,9.1
3vfa,-791.121,0.278965,73.3036,11.5,9.19
3vfb,-808.644,0,78.9566,11.5,9.04
3vh9,-275.403,0,28.4572,0.5,6.24
3vha,-465.443,0,54.4635,0.5,7.4
3vhc,-495.702,0,64.7731,0.5,8.89
3vhd,-454.849,0,63.1165,0.5,9.28
3vhk,-505.159,0,86.5464,4.5,4.6
3vjc,-836.025,0,144.393,19,7.72
3vje,-915.633,0.626179,161.858,19,8.01
3vtr,-650.976,0.957394,7.27676,19,5.57
3vvy,-484.877,0,117.201,3,4.84
3vw1,-564.845,0,112.913,5,4.67
3vw2,-497.397,0,69.1424,2,4.75
3vx3,-586.562,0.869412,0,7.5,7.82
3w07,-485.402,0.958639,6.94854,5,3.38
3w37,-610.606,0,19.486,15.5,5.18
3w5n,-310.413,0,18.1908,2,3.87
3w9k,-409.666,0,95.3374,12,6.32
3w9r,-348.009,0.666866,72.4584,3.5,6.18
3wgg,-859.61,0,20.3976,13.5,4.4
3wha,-532.77,0,50.0183,6.5,9.32
3wjw,-513.578,0,15.6299,5,3.87
3wmc,-424.442,0,55.3862,7,6.51
3wq5,-644.543,0,31.225,9.5,3.85
3wq6,-803.846,0,55.9042,14.5,4.59
3wqm,-562.868,2.78712,90.001,4.5,6.25
3wtl,-468.607,0,22.7794,3,7.04
3wtm,-457.582,0,22.28,3,7
3wtn,-405.05,0.177112,22.3923,2,7.04
3wto,-402.57,0.0633355,23.5515,2,6.92
3wvm,-408.332,0,93.3518,16,5.71
3wz6,-538.805,0.979116,81.2312,9,5.96
3wz7,-620.385,0.4073,92.8894,8,5.74
3wzn,-433.629,0,37.6394,5.5,7
3x00,-436.51,1,50.7844,11.5,9.08
3zbx,-623.068,0,63.88,3,8.22
3zc5,-636.775,0,73.7319,3,7.13
3zcl,-561.341,0,58.9186,4,8
3zdh,-391.647,0,24.7445,5,7.35
3zdv,-352.566,0,6.24081,6.5,5.48
3zhx,-350.086,0,5.76571,5.5,6.68
3zi0,-352.265,1.75451,11.9146,7.5,7.4
3zi8,-223.541,0,6.99399,1.5,5.66
3zj6,-434.134,0.59684,32.4331,6,6.66
3zk6,-618.983,0.855928,82.7109,11,6.34
3zll,-277.086,0,26.6608,3,6.4
3zln,-684.221,0,109.21,4,8.47
3zlr,-888.79,0.615483,131.966,10.5,9.26
3zm9,-665.101,0,49.0837,10.5,7.42
3znr,-689.493,0,96.1087,6,7.44
3zns,-668.715,0,99.9188,7,7.41
3zps,-853.933,0.804215,84.9284,15.5,8.3
3zpu,-866.229,0,91.4406,10.5,8.38
3zq9,-369.832,0,4.65084,7.5,6.02
3zqe,-285.88,0,37.0358,5,4.23
3zsq,-571.682,0,42.6792,11,4.96
3zsy,-484.822,0,41.3038,8,3.23
3zt3,-453.375,0,49.9969,2.5,2.86
3zv7,-332.621,0,28.2428,0.5,5.92
3zxz,-639.857,0,43.5907,5.5,8.4
3zyf,-273.605,0.226619,2.72201,6,4.85
3zyu,-442.988,0,68.2683,4,7
3zze,-569.716,0,72.6024,4.5,8.89
456c,-616.904,0,49.5846,6.5,9.77
4a4q,-928.092,0,120.35,13,9.4
4a4v,-439.263,0,62.4056,8.5,6.54
4a4w,-605.948,0,105.115,10.5,7.72
4a6b,-899.83,0,113.998,14,8.38
4a6c,-916.663,0,112.517,14,7.92
4a6l,-660.346,0,83.8175,6,8
4a6s,-261.477,0.89831,1.38833,5,5.2
4a7i,-572.381,0,45.1687,7,8.7
4a95,-512.164,0,95.0524,7,5.76
4ab9,-297.962,0,6.69862,1.5,3.33
4aba,-281.158,0,4,2.5,3.82
4abb,-279.401,0,6.49784,1.5,4.51
4abd,-308.192,0,8.9426,2.5,4.4
4abe,-306.669,0,7.1979,2.5,3.4
4abf,-303.458,0,6.47654,1.5,4.62
4abh,-310.566,0,8.43332,2.5,4.15
4acc,-528.437,0,33.7299,8.5,7.7
4aci,-289.046,0.751784,8.99262,4.5,2.22
4ad2,-387.787,0,8.64662,7,6.2
4ad3,-403.943,0.084944,0,7.5,4.62
4ad6,-344.134,0,0,3.5,4.78
4afg,-405.291,0,53.5819,0,8.3
4ag8,-665.491,0,105.855,5,8.96
4agc,-673.151,0,105.755,5,10.7
4agl,-273.928,0,23.6269,2.5,3.65
4agm,-337.702,0,24.7997,4.5,3.98
4ago,-496.088,0,40.6219,9.5,4.81
4ahr,-380.793,0,35.1865,3,2.19
4ahs,-350.13,0,41.0187,1,2.19
4ahu,-340.597,0,18.9142,1,2.27
4ai5,-276.569,0,0,0,2.92
4aia,-264.874,0.832928,0,0,3.66
4aj4,-348.102,0,20.0487,7,3.89
4aje,-289.422,2.60361,26.4476,3,3.68
4aji,-353.324,0,30.6527,5,3.55
4ajl,-426.411,0,31.8033,5,3.8
4alx,-512.58,0,63.3625,1,7.28
4aoi,-625.55,0,54.6393,3,8.4
4ap7,-574.549,0,57.1886,3.5,7.96
4app,-685.705,0,51.9741,6,7.19
4aq4,-299.766,0.704439,0,5,6.17
4aq6,-298.758,0,34.7257,3,4.8
4aqh,-533.648,0,37.3382,4,6.54
4ara,-549.319,0,48.024,7,6.05
4arb,-565.758,0,58.9198,7,5.89
4arw,-423.056,0,40.4212,6.5,7.13
4asd,-722.281,0,90.5958,6,9.28
4ase,-702.833,0,76.7925,6,11
4asj,-553.476,0,54.0335,5,7.55
4att,-368.214,1.61871,28.2144,8,6.98
4auj,-371.065,1.46242,32.5104,7.5,7.74
4av4,-356.052,1.50147,18.9573,7,7.03
4av5,-417.792,1.58352,51.3538,8,7.21
4avh,-363.13,1.59779,16.2907,10,7.23
4avi,-396.928,1.57048,35.2857,14,7.63
4avj,-396.805,1.2758,34.8935,9.5,7.44
4avs,-176.376,0,18.6217,1,3.49
4ax9,-679.828,0.335512,71.0793,10,9.57
4axd,-582.605,0,0,9,4.43
4ayp,-480.946,0,0,8.5,6.12
4ayq,-295.649,0,0,3,7.33
4ayu,-176.944,0,19.2999,1,4.73
4az5,-365.912,0.00621037,16.3747,2.5,5.99
4az6,-538.428,0,42.4423,6.5,9.1
4azb,-505.625,0,36.5964,6.5,7.24
4azc,-336.668,0,14.7134,2.5,5.86
4azg,-506.312,0,47.3654,6.5,7.1
4azi,-520.664,0,41.6794,6.5,7.45
4b0b,-435.042,0,41.3236,2.5,3.33
4b1j,-841.49,0.378526,0,11.5,7.3
4b2i,-219.154,0,23.9861,0,3
4b2l,-295.816,0,26.5231,4.5,3.24
4b32,-228.923,0,40.0718,0.5,3.34
4b33,-237.432,0,32.2115,0.5,3.37
4b34,-231.201,0,14.1564,0.5,3.14
4b35,-249.234,0,24.0476,2,2.89
4b3b,-439.874,0,43.0276,10.5,3.6
4b3c,-202.538,0,19.5527,0.5,2.68
4b3d,-216.222,0,20.8843,0,2.68
4b5d,-428.37,0,43.1226,6.5,7.89
4b5s,-165.126,0.923253,9.16427,1.5,3.49
4b5t,-183.484,0,21.2722,2,3.33
4b5w,-160.329,0,9.25751,1.5,3.33
4b6o,-509.082,0.947898,28.9769,5.5,7
4b6p,-622.015,0.76136,42.536,4.5,7.13
4b6r,-530.027,0.79,46.9235,5.5,5.85
4b6s,-592.862,0.951297,47.0882,4.5,6.01
4b73,-555.912,0,48.2699,7,7.21
4b74,-664.96,0,47.2189,9.5,7.66
4b76,-405.444,0,39.3862,3.5,4.54
4b7j,-385.544,1.26957,17.9833,5.5,7.95
4b7p,-603.89,0,32.6536,7,9.46
4b7r,-370.374,1.70562,21.5884,5.5,9.64
4b8y,-553.474,0,59.2314,13.5,8.05
4b9k,-550.614,0.813598,74.378,6,6.17
4b9z,-655.277,0,22.0651,15.5,4.09
4bah,-642.822,0,61.8279,8.5,8.7
4bak,-704.867,0,66.9377,10.5,8.91
4bam,-677.724,0,59.3063,8.5,8.94
4ban,-678.993,0,57.5603,8.5,8.61
4bao,-668.158,0,62.8542,8.5,8.37
4baq,-698.733,0,62.531,9.5,9.01
4bb9,-380.068,0.9893,0,5,6
4bc5,-229.06,0,4.20684,5.5,4.6
4bck,-451.384,0,28.8588,5.5,8.4
4bcm,-589.222,0,41.5776,6,6.91
4bcn,-489.287,0,40.0216,4.5,7.92
4bco,-653.365,0,44.0477,5,6.88
4bcp,-588.489,0,37.9971,5,6.25
4bcs,-463.575,0,43.5399,5,6.99
4bf1,-381.718,0,37.7954,3.5,8.62
4bf6,-343.923,0,27.1028,3.5,8.35
4bi6,-231.913,0,0,3,3.95
4bi7,-236.827,0,0,3,4.58
4bj8,-437.073,0.86982,39.582,5,8.29
4bks,-444.745,0,46.0539,4.5,3.82
4bny,-553.4,0,46.6343,1,7.1
4bps,-358.92,0,50.3538,4,2.99
4bqg,-373.355,0,67.0849,3,6.22
4bqh,-558.731,0,48.3463,3.5,5.59
4bqs,-296.739,0,13.6036,2,4.21
4br3,-548.304,0,107.566,6.5,5.72
4bs0,-334.307,0,11.3448,1,5.7
4bt3,-243.004,0,12.8595,3,3.12
4bt4,-237.343,0,15.6588,3,3.34
4bt5,-233.533,0,12.5933,3,2.76
4btk,-430.539,0,38.6122,4.5,6.62
4bup,-682.497,0,2.36803,8.5,4.95
4buq,-329.392,1.38069,19.0321,10,8.14
4bxk,-638.174,0.344541,35.7668,11.5,7.95
4bzs,-656.015,1,49.7,10,7.12
4c1t,-767.244,0.341437,0,12,7.15
4c1u,-585.426,0,0,9,7.09
4c1y,-194.687,0.393114,9.08287,2.5,3.6
4c2v,-699.507,0,79.1949,12.5,9
4c52,-575.463,0,143.182,10,5.68
4c5d,-635.422,0,174.413,10,5.4
4c6u,-428.412,0,41.0861,3.5,4.59
4c9x,-581.875,0.0615481,83.4981,5.5,7.32
4ca5,-944.598,0.735059,111.311,14.5,9.39
4ca6,-1019.45,1.4402,93.5521,14.5,6.74
4ca7,-977.88,1.54047,90.892,14.5,7.36
4ca8,-958.086,0.0109996,82.8051,13.5,6.68
4cc5,-273.765,0,7.93259,1,4.42
4cd0,-551.652,0,39.8952,8.5,9.7
4cd1,-370.38,0.063263,42.7043,3,4.89
4cd4,-400.919,0.523082,5.77151,7,6.58
4cd5,-475.661,0.218715,0,7.5,6.71
4ceb,-653.246,0,49.348,13,2.97
4cfl,-365.916,0,86.9617,2,5.88
4cg8,-715.745,0,133.571,12,6.96
4cg9,-507.174,0,126.491,4,6.21
4cga,-518.181,0,123.491,6,6.4
4cgi,-524.516,0.415413,49.7853,9.5,3.12
4cj4,-468.738,0,38.3942,7,3.36
4cjp,-449.932,0,38.3695,7,3.32
4cjq,-513.55,0,45.7038,8,3.59
4cjr,-524.068,0.71431,31.2397,10,3.1
4ck3,-442.706,0.564138,38.5542,9.5,3.57
4cl6,-545.803,0,45.8172,4,5.39
4clj,-537.062,0,43.7267,0.5,9.15
4cmo,-495.146,0,35.5671,6.5,9.07
4cp5,-374.897,0.322759,4.33714,10,3.34
4cp7,-941.333,0.927821,96.3649,18.5,8.11
4cpr,-925.823,0.921117,89.4727,17.5,7.46
4cps,-902.181,0,89.3313,11.5,8.27
4cpt,-924.795,0,98.1123,12,7.7
4cpw,-887.809,0,89.4175,11.5,7.5
4cpy,-368.264,1.31974,20.6904,5.5,6.31
4cpz,-464.194,0.175546,11.4832,7.5,7.68
4cr5,-348.733,0,16.596,0,4.15
4crb,-767.878,0,34.6078,8.5,7.57
4crf,-760.383,0,37.243,6.5,9.3
4crl,-551.901,0,79.9078,3,9.71
4cs9,-263.011,0.666034,0,5.5,2.1
4csd,-258.331,0,10.6527,2.5,5.91
4css,-415.499,1.15451,43.5512,8,8.46
4cst,-422.831,1.57539,55.3093,6,8.89
4cu7,-266.395,1.46881,7.2395,2.5,7.59
4cu8,-289.793,1.41878,0,3,4.47
4cwf,-357.642,0,67.809,2.5,4.49
4cwn,-501.676,0,53.9294,4,5.59
4cwo,-477.355,0,73.8664,3.5,5.21
4cwp,-478.199,0,53.3419,2,6.77
4cwq,-532.746,0,47.417,4,7.06
4cwr,-502.628,0,55.1318,2.5,8.3
4cws,-539.698,0,53.2314,6,7.92
4cwt,-560.877,0.413102,59.3265,6,6.75
4czs,-690.512,2.06877,53.5397,19.5,5
4d1j,-243.288,0.995574,0,3,6.31
4d3h,-711.617,0,0,3,6.43
4d4d,-409.064,0,3.1793,7,5.96
4d8z,-334.604,0,9.69351,4.5,6.29
4da5,-406.587,0,69.2351,2.5,6.44
4daf,-335.203,0,7.68616,3.5,7.12
4db7,-340.536,0,5.02841,4.5,6.56
4dbm,-480.26,0,39.0804,4,7.62
4dcs,-494.577,0.620124,0,7.5,5.1
4ddm,-243.991,0.970027,6.0851,1,2.46
4dds,-486.567,0,26.688,4,5.01
4ddy,-469.937,0,31.0703,3,5.62
4de0,-456.227,0,22.248,3,5.89
4de5,-269.889,0,22.1213,1,3.15
4del,-314.472,0,0,4,7.68
4der,-334.578,0,43.7947,2.5,6.31
4des,-374.438,0.398309,62.1844,2,5.85
4det,-343.366,0,37.8354,3,5.68
4deu,-390.194,0,44.6793,2.5,5.64
4dew,-331.332,0,38.7302,3,7
4dff,-345.766,0,41.7551,3,7.46
4dfg,-814.38,0.27969,77.4499,13.5,11.74
4dhl,-251.244,0,0,2,4.48
4djo,-766.299,0,71.5536,15.5,11.52
4djp,-760.011,0.392978,75.2421,15.5,10.55
4djq,-739.892,0,68.7097,14.5,10.32
4djr,-733.216,0,66.9986,12.5,11.52
4dju,-343.226,0,69.8383,2.5,5.44
4djw,-454.529,0,68.3333,3.5,6.28
4djx,-444.205,0,56.4306,3.5,7.23
4djy,-496.751,0,65.0893,4.5,8.27
4dko,-477.872,0,33.9854,3,6.52
4dkp,-469.01,0,37.8629,3.5,5.72
4dkq,-545.034,0,38.2655,4.5,6.6
4dkr,-498.177,0,31.7726,4,6.52
4dmw,-436.159,0,5.79907,7,4.94
4do4,-350.729,0,4.64799,3.5,7.29
4do5,-265.092,0,0,3,5.83
4dq2,-922.825,1.39756,23.4798,12.5,7.52
4dst,-225.74,0,27.7825,2.5,2.96
4dsu,-211.092,0,31.6922,0,2.82
4dsy,-249.804,0,0.792786,2,4.43
4duh,-543.236,0,28.132,6,5.18
4dv8,-619.942,0,85.3753,10.5,9.24
4dy6,-728.319,0,0,14.5,4.4
4dzy,-335.264,0,69.8817,3,5.62
4e0x,-365.966,0,30.181,4,7.12
4e1k,-549.214,0.6995,68.4897,5.5,6.3
4e3g,-184.216,0,25.8318,1.5,4.97
4e4l,-535.885,0.0298059,23.7189,2,8.77
4e4n,-530.745,0,26.623,4,9.05
4e67,-760.764,0,109.283,18.5,6.48
4e6d,-535.91,0,24.5138,2,8.92
4e70,-324.277,0,64.5421,4,5.28
4e7r,-726.925,0,77.284,10,7.7
4e9u,-402.105,0,71.7984,6,5.82
4eb8,-505.449,0,11.75,4.5,9.82
4ef6,-361.661,0,13.7057,3,2.92
4efk,-257.574,0.0231775,5.98673,2,2.49
4efs,-718.086,0,63.2133,7,8.6
4egk,-495.995,0,32.3698,1,7.72
4ehz,-430.116,0,23.4945,1,8
4ei4,-444.484,0,30.5195,1.5,8.74
4ej8,-173.318,0,24.3344,1,5.39
4ejl,-210.116,0,35.1239,3,5.14
4ek9,-527.502,0,0,4,4.42
4el0,-538.911,0,16.533,6,4.49
4el5,-495.456,0.566291,13.8382,4,5.37
4elf,-746.038,0,116.939,10,8.03
4elg,-734.165,0.905774,120.868,9,8.16
4elh,-667.418,0,95.5286,8,8.09
4emf,-531.017,0.840808,0,7.5,7.08
4emr,-594.511,1,0,9,7.49
4en4,-243.885,0,18.5615,4,5.52
4eo6,-399.864,0,83.0782,6,8.7
4eoh,-235.771,0,0,0,4.3
4epy,-396.472,0,46.0633,4,3.47
4er1,-959.407,0.429718,137.319,17.5,6.62
4er2,-708.103,0.956785,62.7886,19,9.3
4erf,-446.982,0,79.5684,6.5,9.4
4etz,-465.895,0.858524,0,4.5,6.3
4eu0,-453.16,0.929173,0,4.5,6.4
4euo,-234.999,0,29.2372,3.5,5.05
4ew2,-520.619,0,34.5864,10.5,6.68
4ew3,-527.235,0,35.947,10.5,6.74
4ewn,-375.63,0,21.949,10.5,6.7
4exs,-209.436,0,10.7632,3.5,4.41
4ezr,-862.223,0.62053,39.4618,23,5.2
4ezx,-696.025,0,48.3814,23,5.8
4ezz,-812.902,0,67.725,22,5.19
4f0c,-722.921,0.0543872,11.4239,20,6.27
4f1l,-423.208,0,62.1223,4,5.12
4f39,-356.023,0,30.619,4,5.7
4f3k,-650.645,0.96993,22.8595,9.5,10.16
4f5y,-725.805,1.03304,0,5,5.43
4f6u,-679.111,0,76.1668,7,6.15
4f6w,-927.72,0,93.6251,9,7.52
